iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.5996,8730,-0.00182,0.55700,0.8794,0.00270,0.0165,0.9999,,0.83119,0.6801,0.6213,0.5000,0.4611,7.9
2,256,0,0.5898,8821,-0.00270,0.55708,0.8904,0.00117,0.0061,1.0001,,0.83711,0.6806,0.6189,0.4949,0.4006,7.5
3,256,0,0.5312,8674,-0.00523,0.55179,0.9066,0.00118,0.0078,1.0014,,0.84134,0.6761,0.6159,0.4898,0.3554,7.6
4,256,0,0.5781,8781,-0.00231,0.55586,0.8800,0.00173,0.0133,1.0019,,0.83005,0.6849,0.6169,0.4847,0.3645,7.7
5,256,0,0.5742,8581,-0.00256,0.53950,0.8901,0.00204,0.0118,1.0019,,0.82695,0.6853,0.6161,0.4797,0.3676,7.5
6,256,0,0.5234,8807,-0.00211,0.53221,0.8848,0.00094,0.0041,1.0019,,0.82393,0.6851,0.6203,0.4746,0.3721,7.7
7,256,0,0.5391,8812,-0.00083,0.52362,0.9029,0.00125,0.0073,1.0016,,0.83125,0.6798,0.6179,0.4695,0.3661,7.6
8,256,0,0.5391,8921,-0.00211,0.52139,0.9017,0.00184,0.0080,1.0019,,0.84381,0.6774,0.6179,0.4644,0.3848,7.7
9,256,0,0.5625,8806,-0.00427,0.53119,0.8781,0.00095,0.0043,1.0033,,0.83608,0.6766,0.6173,0.4593,0.3855,7.8
10,256,0,0.5508,8685,-0.00119,0.50982,0.8766,0.00124,0.0071,1.0041,0.5864,0.85180,0.6772,0.6169,0.4542,0.4086,14.5
11,256,0,0.5469,8793,-0.00131,0.52368,0.8786,0.00099,0.0056,1.0051,,0.84313,0.6809,0.6209,0.4492,0.3822,7.4
12,256,0,0.5664,9048,-0.00103,0.53902,0.8845,0.00042,0.0048,1.0052,,0.82345,0.6838,0.6195,0.4441,0.3863,7.9
13,256,0,0.5000,9048,-0.00242,0.53060,0.8836,0.00091,0.0079,1.0060,,0.83214,0.6781,0.6225,0.4390,0.3893,7.5
14,256,0,0.5312,8964,-0.00162,0.53102,0.8743,0.00164,0.0091,1.0059,,0.81316,0.6823,0.6183,0.4339,0.3778,7.9
15,256,0,0.5547,8652,-0.00170,0.53740,0.8861,0.00115,0.0069,1.0057,,0.84579,0.6721,0.6169,0.4288,0.3854,7.6
16,256,0,0.5469,8717,-0.00254,0.53786,0.8874,0.00150,0.0106,1.0066,,0.82903,0.6769,0.6207,0.4237,0.4082,7.6
17,256,0,0.5625,8769,-0.00172,0.52910,0.8728,0.00126,0.0046,1.0067,,0.84074,0.6780,0.6197,0.4186,0.4231,7.6
18,256,0,0.6211,8491,-0.00119,0.49815,0.8783,0.00127,0.0073,1.0068,,0.82134,0.6832,0.6173,0.4136,0.4281,7.2
19,256,0,0.5508,8967,-0.00280,0.53377,0.8748,0.00172,0.0093,1.0069,,0.83729,0.6763,0.6191,0.4085,0.4290,7.7
20,256,0,0.5078,8997,-0.00215,0.53343,0.8603,0.00223,0.0081,1.0062,0.6422,0.82105,0.6870,0.6187,0.4034,0.4108,14.1
21,256,0,0.6094,8592,-0.00373,0.51484,0.8527,0.00132,0.0080,1.0070,,0.84354,0.6675,0.6179,0.3983,0.4424,7.4
22,256,0,0.6094,8756,-0.00138,0.51207,0.8530,0.00125,0.0072,1.0072,,0.82881,0.6889,0.6183,0.3932,0.4450,7.5
23,256,0,0.5586,8813,-0.00093,0.53476,0.8637,0.00041,0.0111,1.0070,,0.82617,0.6867,0.6165,0.3881,0.4052,7.9
24,256,0,0.5898,8749,-0.00430,0.52134,0.8648,0.00110,0.0072,1.0055,,0.83943,0.6821,0.6183,0.3831,0.3923,7.5
25,256,0,0.4609,8840,-0.00155,0.52494,0.8419,0.00056,0.0045,1.0048,,0.82897,0.6786,0.6221,0.3780,0.3734,7.7
26,256,0,0.5078,9038,-0.00164,0.50383,0.8718,0.00156,0.0097,1.0064,,0.83940,0.6839,0.6205,0.3729,0.3551,7.6
27,256,0,0.5391,8834,-0.00298,0.50931,0.8590,0.00097,0.0080,1.0073,,0.83069,0.6877,0.6205,0.3678,0.3832,7.8
